material_id,gt_band_gap,template_id,query,pred_band_gap,abs_err,label,raw_output,latency_s
mp-9852,0.1259,2,Band gap for mp-9852 (eV)? Return only the number. Output only ONE number.,1.5,1.3740999999999999,wrong_value,1.5,0.9292001724243164
mp-34202,0.3388,2,Band gap for mp-34202 (eV)? Return only the number. Output only ONE number.,1.3,0.9612,wrong_value,1.3,0.8122639656066895
mp-570796,1.537399999999999,0,What is the band gap (eV) of material mp-570796? Answer with a single number. Output only ONE number.,1.3,0.23739999999999895,wrong_value,1.3,0.7171320915222168
mp-1195,1.8930999999999991,2,Band gap for mp-1195 (eV)? Return only the number. Output only ONE number.,1.7,0.19309999999999916,wrong_value,1.7,0.8221681118011475
mp-672204,0.37869999999999904,0,What is the band gap (eV) of material mp-672204? Answer with a single number. Output only ONE number.,1.3,0.921300000000001,wrong_value,1.3,0.8518500328063965
mp-29179,3.1002,2,Band gap for mp-29179 (eV)? Return only the number. Output only ONE number.,1.75,1.3502,wrong_value,1.75,0.6785368919372559
mp-1205121,0.24520000000000003,2,Band gap for mp-1205121 (eV)? Return only the number. Output only ONE number.,1.7,1.4547999999999999,wrong_value,1.7,0.8192028999328613
mp-10497,2.2919,2,Band gap for mp-10497 (eV)? Return only the number. Output only ONE number.,1.75,0.5419,wrong_value,1.75,0.8209059238433838
mp-27148,0.836199999999999,2,Band gap for mp-27148 (eV)? Return only the number. Output only ONE number.,1.75,0.913800000000001,wrong_value,1.75,0.7144060134887695
mp-1545417,0.7358999999999991,1,Give the band gap of mp-1545417 in eV. No extra text. Output only ONE number.,1.7,0.9641000000000008,wrong_value,1.7,0.632314920425415
mp-1203760,1.0648,0,What is the band gap (eV) of material mp-1203760? Answer with a single number. Output only ONE number.,1.5,0.43520000000000003,wrong_value,1.5,0.904857873916626
mp-470,1.2157,1,Give the band gap of mp-470 in eV. No extra text. Output only ONE number.,1.7,0.48429999999999995,wrong_value,1.7,0.8209531307220459
mp-16922,0.32480000000000003,2,Band gap for mp-16922 (eV)? Return only the number. Output only ONE number.,1.7,1.3752,wrong_value,1.7,0.8142178058624268
mp-624,2.6454,1,Give the band gap of mp-624 in eV. No extra text. Output only ONE number.,1.7,0.9454,wrong_value,1.7,0.44137001037597656
mp-22859,1.6513,0,What is the band gap (eV) of material mp-22859? Answer with a single number. Output only ONE number.,1.3,0.35129999999999995,wrong_value,1.3,0.6753988265991211
mp-31050,3.6753,0,What is the band gap (eV) of material mp-31050? Answer with a single number. Output only ONE number.,1.3,2.3753,wrong_value,1.3,0.7675259113311768
mp-541013,1.0859,2,Band gap for mp-541013 (eV)? Return only the number. Output only ONE number.,1.35,0.2641,wrong_value,1.35,0.7502861022949219
mp-18536,0.20849999999999902,1,Give the band gap of mp-18536 in eV. No extra text. Output only ONE number.,1.7,1.491500000000001,wrong_value,1.7,0.7420620918273926
mp-200,0.861699999999999,1,Give the band gap of mp-200 in eV. No extra text. Output only ONE number.,1.7,0.8383000000000009,wrong_value,1.7,0.6476969718933105
mp-23261,2.7278000000000002,1,Give the band gap of mp-23261 in eV. No extra text. Output only ONE number.,1.7,1.0278000000000003,wrong_value,1.7,0.8136887550354004
mp-7440,0.8684000000000001,0,What is the band gap (eV) of material mp-7440? Answer with a single number. Output only ONE number.,1.5,0.6315999999999999,wrong_value,1.5,0.7916522026062012
mp-569867,0.378,0,What is the band gap (eV) of material mp-569867? Answer with a single number. Output only ONE number.,1.5,1.1219999999999999,wrong_value,1.5,0.7214300632476807
mp-1205852,0.8523000000000001,1,Give the band gap of mp-1205852 in eV. No extra text. Output only ONE number.,1.7,0.8476999999999999,wrong_value,1.7,0.7166578769683838
mp-28483,1.069899999999999,0,What is the band gap (eV) of material mp-28483? Answer with a single number. Output only ONE number.,1.35,0.2801000000000011,wrong_value,1.35,0.9171340465545654
mp-561664,4.0186,0,What is the band gap (eV) of material mp-561664? Answer with a single number. Output only ONE number.,1.3,2.7186000000000003,wrong_value,1.3,0.9225590229034424
mp-27871,1.2584,1,Give the band gap of mp-27871 in eV. No extra text. Output only ONE number.,1.7,0.4416,wrong_value,1.7,0.6680951118469238
mp-680339,0.755599999999999,0,What is the band gap (eV) of material mp-680339? Answer with a single number. Output only ONE number.,1.5,0.744400000000001,wrong_value,1.5,0.6631062030792236
mp-582753,0.8007000000000001,1,Give the band gap of mp-582753 in eV. No extra text. Output only ONE number.,1.7,0.8992999999999999,wrong_value,1.7,0.7159841060638428
mp-30092,3.4576000000000002,1,Give the band gap of mp-30092 in eV. No extra text. Output only ONE number.,1.7,1.7576000000000003,wrong_value,1.7,0.6568329334259033
mp-27161,2.9118,2,Band gap for mp-27161 (eV)? Return only the number. Output only ONE number.,1.75,1.1618,wrong_value,1.75,0.7390038967132568
mp-1018138,1.037,1,Give the band gap of mp-1018138 in eV. No extra text. Output only ONE number.,1.7,0.663,wrong_value,1.7,0.6057889461517334
mp-23155,8.5132,0,What is the band gap (eV) of material mp-23155? Answer with a single number. Output only ONE number.,1.5,7.013199999999999,wrong_value,1.5,0.7637090682983398
mp-1197742,0.8515,2,Band gap for mp-1197742 (eV)? Return only the number. Output only ONE number.,1.75,0.8985,wrong_value,1.75,0.8151919841766357
mp-647579,3.2214,1,Give the band gap of mp-647579 in eV. No extra text. Output only ONE number.,1.7,1.5214,wrong_value,1.7,0.6127798557281494
mp-15649,0.8155000000000001,2,Band gap for mp-15649 (eV)? Return only the number. Output only ONE number.,1.7,0.8844999999999998,wrong_value,1.7,0.7837910652160645
mp-557993,1.1596,0,What is the band gap (eV) of material mp-557993? Answer with a single number. Output only ONE number.,1.3,0.14040000000000008,wrong_value,1.3,0.7548892498016357
mp-7904,0.6551,1,Give the band gap of mp-7904 in eV. No extra text. Output only ONE number.,1.7,1.0449,wrong_value,1.7,0.9196820259094238
mp-570738,2.4743999999999993,0,What is the band gap (eV) of material mp-570738? Answer with a single number. Output only ONE number.,1.3,1.1743999999999992,wrong_value,1.3,0.9414300918579102
mp-628742,0.5845,2,Band gap for mp-628742 (eV)? Return only the number. Output only ONE number.,1.75,1.1655,wrong_value,1.75,0.6183030605316162
mp-1204356,1.8389000000000002,1,Give the band gap of mp-1204356 in eV. No extra text. Output only ONE number.,1.7,0.13890000000000025,wrong_value,1.7,0.8201851844787598
mp-7262,0.22409999999999902,2,Band gap for mp-7262 (eV)? Return only the number. Output only ONE number.,1.75,1.525900000000001,wrong_value,1.75,0.6108453273773193
mp-28879,1.1418,2,Band gap for mp-28879 (eV)? Return only the number. Output only ONE number.,1.75,0.6082000000000001,wrong_value,1.75,0.7985410690307617
mp-27684,1.099199999999999,1,Give the band gap of mp-27684 in eV. No extra text. Output only ONE number.,0.15,0.949199999999999,wrong_value,0.15,0.8433120250701904
mp-541404,0.7584000000000001,2,Band gap for mp-541404 (eV)? Return only the number. Output only ONE number.,1.35,0.5916,wrong_value,1.35,0.8960130214691162
mp-1391848,2.0863,0,What is the band gap (eV) of material mp-1391848? Answer with a single number. Output only ONE number.,1.3,0.7863,wrong_value,1.3,0.6389908790588379
mp-1184796,8.0745,2,Band gap for mp-1184796 (eV)? Return only the number. Output only ONE number.,1.75,6.3245000000000005,wrong_value,1.75,0.8933260440826416
mp-9268,0.7039000000000001,0,What is the band gap (eV) of material mp-9268? Answer with a single number. Output only ONE number.,1.5,0.7960999999999999,wrong_value,1.5,0.7194631099700928
mp-540922,0.1806,0,What is the band gap (eV) of material mp-540922? Answer with a single number. Output only ONE number.,1.5,1.3194,wrong_value,1.5,0.5894358158111572
mp-540675,3.0664,2,Band gap for mp-540675 (eV)? Return only the number. Output only ONE number.,1.75,1.3163999999999998,wrong_value,1.75,0.7383148670196533
mp-571235,2.021,0,What is the band gap (eV) of material mp-571235? Answer with a single number. Output only ONE number.,1.5,0.5209999999999999,wrong_value,1.5,0.7193810939788818
mp-1208424,2.5242,1,Give the band gap of mp-1208424 in eV. No extra text. Output only ONE number.,1.7,0.8242,wrong_value,1.7,0.7131309509277344
mp-27971,5.0865,0,What is the band gap (eV) of material mp-27971? Answer with a single number. Output only ONE number.,1.3,3.7865,wrong_value,1.3,0.6936039924621582
mp-22909,4.0533,0,What is the band gap (eV) of material mp-22909? Answer with a single number. Output only ONE number.,1.5,2.5533,wrong_value,1.5,0.6762220859527588
mp-556516,0.7668,0,What is the band gap (eV) of material mp-556516? Answer with a single number. Output only ONE number.,1.5,0.7332,wrong_value,1.5,0.57666015625
mp-21526,0.5708000000000001,1,Give the band gap of mp-21526 in eV. No extra text. Output only ONE number.,1.7,1.1292,wrong_value,1.7,0.6140842437744141
mp-1274279,1.8157,1,Give the band gap of mp-1274279 in eV. No extra text. Output only ONE number.,1.7,0.11570000000000014,wrong_value,1.7,0.7186689376831055
mp-554855,1.5712000000000002,1,Give the band gap of mp-554855 in eV. No extra text. Output only ONE number.,1.7,0.1287999999999998,wrong_value,1.7,0.8195099830627441
mp-510557,4.2395,2,Band gap for mp-510557 (eV)? Return only the number. Output only ONE number.,1.75,2.4894999999999996,wrong_value,1.75,0.8172681331634521
mp-27291,0.155399999999999,1,Give the band gap of mp-27291 in eV. No extra text. Output only ONE number.,1.7,1.5446000000000009,wrong_value,1.7,0.6822693347930908
mp-568348,1.8454000000000002,0,What is the band gap (eV) of material mp-568348? Answer with a single number. Output only ONE number.,1.3,0.5454000000000001,wrong_value,1.3,0.7479617595672607
mp-2084,0.9437999999999991,1,Give the band gap of mp-2084 in eV. No extra text. Output only ONE number.,1.7,0.7562000000000009,wrong_value,1.7,0.7166731357574463
mp-995393,2.1989,1,Give the band gap of mp-995393 in eV. No extra text. Output only ONE number.,1.5,0.6989000000000001,wrong_value,1.5,0.7163121700286865
mp-1345,0.34430000000000005,0,What is the band gap (eV) of material mp-1345? Answer with a single number. Output only ONE number.,1.3,0.9557,wrong_value,1.3,0.6202900409698486
mp-1193140,1.8661999999999992,2,Band gap for mp-1193140 (eV)? Return only the number. Output only ONE number.,1.75,0.11619999999999919,wrong_value,1.75,0.709481954574585
mp-29657,0.665199999999999,1,Give the band gap of mp-29657 in eV. No extra text. Output only ONE number.,1.7,1.034800000000001,wrong_value,1.7,0.6284229755401611
mp-23265,2.0054,2,Band gap for mp-23265 (eV)? Return only the number. Output only ONE number.,1.75,0.25539999999999985,wrong_value,1.75,0.8101940155029297
mp-542812,1.0066,2,Band gap for mp-542812 (eV)? Return only the number. Output only ONE number.,1.75,0.7434000000000001,wrong_value,1.75,0.9166138172149658
mp-10802,0.5879000000000001,2,Band gap for mp-10802 (eV)? Return only the number. Output only ONE number.,1.7,1.1120999999999999,wrong_value,1.7,1.0263671875
mp-27725,2.0942,0,What is the band gap (eV) of material mp-27725? Answer with a single number. Output only ONE number.,1.3,0.7941999999999998,wrong_value,1.3,0.8192040920257568
mp-1080428,0.8728,2,Band gap for mp-1080428 (eV)? Return only the number. Output only ONE number.,1.7,0.8271999999999999,wrong_value,1.7,0.7148351669311523
mp-569561,3.1165,2,Band gap for mp-569561 (eV)? Return only the number. Output only ONE number.,1.35,1.7664999999999997,wrong_value,1.35,1.2292559146881104
mp-743,4.1608,0,What is the band gap (eV) of material mp-743? Answer with a single number. Output only ONE number.,1.5,2.6608,wrong_value,1.5,0.7141759395599365
mp-484,0.43260000000000004,2,Band gap for mp-484 (eV)? Return only the number. Output only ONE number.,0.1,0.3326,wrong_value,0.1,0.719649076461792
mp-1864,0.11390000000000002,2,Band gap for mp-1864 (eV)? Return only the number. Output only ONE number.,1.7,1.5860999999999998,wrong_value,1.7,0.7167670726776123
mp-30520,1.667899999999999,0,What is the band gap (eV) of material mp-30520? Answer with a single number. Output only ONE number.,1.5,0.16789999999999905,wrong_value,1.5,0.7074141502380371
mp-23221,3.429599999999999,0,What is the band gap (eV) of material mp-23221? Answer with a single number. Output only ONE number.,1.3,2.129599999999999,wrong_value,1.3,1.131309986114502
mp-149,0.6105,1,Give the band gap of mp-149 in eV. No extra text. Output only ONE number.,1.7,1.0895,wrong_value,1.7,0.8186440467834473
mp-1863,1.451899999999999,1,Give the band gap of mp-1863 in eV. No extra text. Output only ONE number.,1.7,0.24810000000000088,wrong_value,1.7,0.6170001029968262
mp-1524446,1.0487,1,Give the band gap of mp-1524446 in eV. No extra text. Output only ONE number.,1.7,0.6513,wrong_value,1.7,0.6140837669372559
mp-730101,9.7197,2,Band gap for mp-730101 (eV)? Return only the number. Output only ONE number.,1.5,8.2197,wrong_value,1.5,0.7167060375213623
mp-31049,3.4112,2,Band gap for mp-31049 (eV)? Return only the number. Output only ONE number.,1.75,1.6612,wrong_value,1.75,0.6119711399078369
mp-573812,1.4052,2,Band gap for mp-573812 (eV)? Return only the number. Output only ONE number.,1.35,0.055199999999999916,wrong_value,1.35,0.7960078716278076
mp-1213805,1.159,0,What is the band gap (eV) of material mp-1213805? Answer with a single number. Output only ONE number.,1.3,0.14100000000000001,wrong_value,1.3,0.7933847904205322
mp-7188,0.28989999999999905,2,Band gap for mp-7188 (eV)? Return only the number. Output only ONE number.,1.35,1.0601000000000012,wrong_value,1.35,0.865947961807251
mp-680422,2.9265,1,Give the band gap of mp-680422 in eV. No extra text. Output only ONE number.,1.7,1.2265,wrong_value,1.7,0.6620669364929199
mp-1683,0.39790000000000003,0,What is the band gap (eV) of material mp-1683? Answer with a single number. Output only ONE number.,1.3,0.9021,wrong_value,1.3,0.7002999782562256
mp-1100,1.0375,0,What is the band gap (eV) of material mp-1100? Answer with a single number. Output only ONE number.,1.1,0.0625,wrong_value,1.1,0.7868800163269043
mp-11054,0.877899999999999,0,What is the band gap (eV) of material mp-11054? Answer with a single number. Output only ONE number.,1.5,0.622100000000001,wrong_value,1.5,0.8195581436157227
mp-306,6.3017,1,Give the band gap of mp-306 in eV. No extra text. Output only ONE number.,1.7,4.6017,wrong_value,1.7,0.6166560649871826
mp-1018040,2.5765000000000002,1,Give the band gap of mp-1018040 in eV. No extra text. Output only ONE number.,1.7,0.8765000000000003,wrong_value,1.7,0.6912150382995605
mp-12957,1.0933,1,Give the band gap of mp-12957 in eV. No extra text. Output only ONE number.,1.7,0.6067,wrong_value,1.7,0.7418849468231201
mp-8377,3.0604,0,What is the band gap (eV) of material mp-8377? Answer with a single number. Output only ONE number.,1.3,1.7604,wrong_value,1.3,0.6785690784454346
mp-23933,2.197699999999999,0,What is the band gap (eV) of material mp-23933? Answer with a single number. Output only ONE number.,1.3,0.8976999999999988,wrong_value,1.3,0.7510149478912354
mp-13568,0.33790000000000003,2,Band gap for mp-13568 (eV)? Return only the number. Output only ONE number.,1.75,1.4121,wrong_value,1.75,0.7157881259918213
mp-571442,3.0417,2,Band gap for mp-571442 (eV)? Return only the number. Output only ONE number.,1.35,1.6917,wrong_value,1.35,0.8201329708099365
mp-1154,0.7510000000000001,1,Give the band gap of mp-1154 in eV. No extra text. Output only ONE number.,1.7,0.9489999999999998,wrong_value,1.7,0.6031651496887207
mp-1524481,8.309,0,What is the band gap (eV) of material mp-1524481? Answer with a single number. Output only ONE number.,1.5,6.808999999999999,wrong_value,1.5,0.8297388553619385
mp-27972,4.103299999999999,2,Band gap for mp-27972 (eV)? Return only the number. Output only ONE number.,1.75,2.353299999999999,wrong_value,1.75,0.7150781154632568
mp-27153,0.21150000000000002,1,Give the band gap of mp-27153 in eV. No extra text. Output only ONE number.,1.7,1.4885,wrong_value,1.7,0.8216500282287598
mp-1524458,3.1633,1,Give the band gap of mp-1524458 in eV. No extra text. Output only ONE number.,1.7,1.4633,wrong_value,1.7,0.8206949234008789
mp-634859,2.7345,2,Band gap for mp-634859 (eV)? Return only the number. Output only ONE number.,1.35,1.3845,wrong_value,1.35,0.7170400619506836
mp-468,7.6012,1,Give the band gap of mp-468 in eV. No extra text. Output only ONE number.,1.7,5.9012,wrong_value,1.7,0.7292461395263672
mp-559931,1.6025,0,What is the band gap (eV) of material mp-559931? Answer with a single number. Output only ONE number.,1.3,0.3025,wrong_value,1.3,0.6203200817108154
mp-1206891,1.0096,1,Give the band gap of mp-1206891 in eV. No extra text. Output only ONE number.,1.7,0.6903999999999999,wrong_value,1.7,0.7175261974334717
mp-1095275,0.48890000000000006,0,What is the band gap (eV) of material mp-1095275? Answer with a single number. Output only ONE number.,1.5,1.0110999999999999,wrong_value,1.5,0.5926098823547363
mp-1201,0.13140000000000002,0,What is the band gap (eV) of material mp-1201? Answer with a single number. Output only ONE number.,1.5,1.3686,wrong_value,1.5,0.6139600276947021
mp-570437,2.3382,2,Band gap for mp-570437 (eV)? Return only the number. Output only ONE number.,1.75,0.5882000000000001,wrong_value,1.75,0.7339498996734619
mp-27358,2.9034,2,Band gap for mp-27358 (eV)? Return only the number. Output only ONE number.,1.75,1.1534,wrong_value,1.75,0.797130823135376
mp-754815,3.976499999999999,2,Band gap for mp-754815 (eV)? Return only the number. Output only ONE number.,1.53,2.4464999999999986,wrong_value,1.53,0.8226900100708008
mp-568263,1.2121,1,Give the band gap of mp-568263 in eV. No extra text. Output only ONE number.,1.7,0.4879,wrong_value,1.7,0.8167629241943359
mp-1025522,0.6758999999999991,2,Band gap for mp-1025522 (eV)? Return only the number. Output only ONE number.,1.75,1.074100000000001,wrong_value,1.75,0.7153210639953613
mp-571011,1.7836,2,Band gap for mp-571011 (eV)? Return only the number. Output only ONE number.,1.35,0.4336,wrong_value,1.35,0.8222560882568359
mp-28044,4.918,1,Give the band gap of mp-28044 in eV. No extra text. Output only ONE number.,1.7,3.218,wrong_value,1.7,0.8179950714111328
mp-1217322,0.7062,2,Band gap for mp-1217322 (eV)? Return only the number. Output only ONE number.,1.3,0.5938,wrong_value,1.3,0.40861988067626953
mp-541155,0.9239,1,Give the band gap of mp-541155 in eV. No extra text. Output only ONE number.,1.8,0.8761,wrong_value,1.8,0.9213740825653076
mp-19,0.18560000000000001,1,Give the band gap of mp-19 in eV. No extra text. Output only ONE number.,1.9,1.7144,wrong_value,1.9,0.733295202255249
mp-22885,2.686199999999999,0,What is the band gap (eV) of material mp-22885? Answer with a single number. Output only ONE number.,1.3,1.386199999999999,wrong_value,1.3,0.8039898872375488
mp-20652,1.9078,0,What is the band gap (eV) of material mp-20652? Answer with a single number. Output only ONE number.,1.3,0.6077999999999999,wrong_value,1.3,0.6248040199279785
mp-27857,0.9792000000000001,2,Band gap for mp-27857 (eV)? Return only the number. Output only ONE number.,1.75,0.7707999999999999,wrong_value,1.75,0.8072562217712402
mp-985829,1.2237,1,Give the band gap of mp-985829 in eV. No extra text. Output only ONE number.,1.7,0.47629999999999995,wrong_value,1.7,0.7362632751464844
mp-30034,4.4707,0,What is the band gap (eV) of material mp-30034? Answer with a single number. Output only ONE number.,1.5,2.9707,wrong_value,1.5,0.6206071376800537
mp-22881,3.5244,0,What is the band gap (eV) of material mp-22881? Answer with a single number. Output only ONE number.,1.3,2.2244,wrong_value,1.3,0.5872392654418945
mp-32755,1.0395,0,What is the band gap (eV) of material mp-32755? Answer with a single number. Output only ONE number.,1.3,0.26049999999999995,wrong_value,1.3,0.6119768619537354
mp-2715,0.172299999999999,0,What is the band gap (eV) of material mp-2715? Answer with a single number. Output only ONE number.,1.3,1.127700000000001,wrong_value,1.3,0.8219907283782959
mp-504759,0.9911000000000001,2,Band gap for mp-504759 (eV)? Return only the number. Output only ONE number.,1.75,0.7588999999999999,wrong_value,1.75,0.7386009693145752
mp-1525121,1.687399999999999,0,What is the band gap (eV) of material mp-1525121? Answer with a single number. Output only ONE number.,1.5,0.1873999999999989,wrong_value,1.5,0.7887427806854248
mp-865194,5.3798,2,Band gap for mp-865194 (eV)? Return only the number. Output only ONE number.,1.35,4.0298,wrong_value,1.35,0.7244873046875
mp-541610,2.597,1,Give the band gap of mp-541610 in eV. No extra text. Output only ONE number.,1.7,0.897,wrong_value,1.7,0.8156638145446777
mp-28933,1.7587000000000002,2,Band gap for mp-28933 (eV)? Return only the number. Output only ONE number.,1.53,0.22870000000000013,wrong_value,1.53,0.7175140380859375
mp-23205,3.6162,0,What is the band gap (eV) of material mp-23205? Answer with a single number. Output only ONE number.,1.5,2.1162,wrong_value,1.5,0.6163711547851562
mp-985831,0.5342,1,Give the band gap of mp-985831 in eV. No extra text. Output only ONE number.,1.7,1.1658,wrong_value,1.7,0.8205819129943848
mp-540829,0.710199999999999,1,Give the band gap of mp-540829 in eV. No extra text. Output only ONE number.,1.5,0.789800000000001,wrong_value,1.5,0.49552488327026367
mp-1525632,2.8979,2,Band gap for mp-1525632 (eV)? Return only the number. Output only ONE number.,1.75,1.1479,wrong_value,1.75,0.6283810138702393
mp-573815,0.9469999999999991,1,Give the band gap of mp-573815 in eV. No extra text. Output only ONE number.,1.7,0.7530000000000009,wrong_value,1.7,0.7119541168212891
mp-607450,0.229,2,Band gap for mp-607450 (eV)? Return only the number. Output only ONE number.,1.35,1.121,wrong_value,1.35,0.7204859256744385
mp-23162,1.0479,1,Give the band gap of mp-23162 in eV. No extra text. Output only ONE number.,1.7,0.6520999999999999,wrong_value,1.7,0.718026876449585
mp-2402,1.1286,2,Band gap for mp-2402 (eV)? Return only the number. Output only ONE number.,1.7,0.5713999999999999,wrong_value,1.7,0.48687005043029785
mp-9922,1.1326,0,What is the band gap (eV) of material mp-9922? Answer with a single number. Output only ONE number.,1.5,0.36739999999999995,wrong_value,1.5,1.1492950916290283
mp-1545216,0.48360000000000003,2,Band gap for mp-1545216 (eV)? Return only the number. Output only ONE number.,1.75,1.2664,wrong_value,1.75,0.8184270858764648
mp-1968,3.824799999999999,2,Band gap for mp-1968 (eV)? Return only the number. Output only ONE number.,1.7,2.1247999999999987,wrong_value,1.7,0.6916060447692871
mp-29711,0.638899999999999,0,What is the band gap (eV) of material mp-29711? Answer with a single number. Output only ONE number.,1.3,0.661100000000001,wrong_value,1.3,0.7569646835327148
mp-2133,0.7227,2,Band gap for mp-2133 (eV)? Return only the number. Output only ONE number.,1.7,0.9773,wrong_value,1.7,0.5970618724822998
mp-1185959,1.133699999999999,2,Band gap for mp-1185959 (eV)? Return only the number. Output only ONE number.,1.75,0.616300000000001,wrong_value,1.75,0.6196398735046387
mp-985278,6.0693,1,Give the band gap of mp-985278 in eV. No extra text. Output only ONE number.,1.5,4.5693,wrong_value,1.5,0.67551589012146
mp-23710,3.709699999999999,2,Band gap for mp-23710 (eV)? Return only the number. Output only ONE number.,1.75,1.9596999999999989,wrong_value,1.75,0.6616220474243164
mp-341,1.9022000000000001,1,Give the band gap of mp-341 in eV. No extra text. Output only ONE number.,1.7,0.20220000000000016,wrong_value,1.7,0.7049129009246826
mp-32800,2.2962,0,What is the band gap (eV) of material mp-32800? Answer with a single number. Output only ONE number.,1.3,0.9961999999999998,wrong_value,1.3,0.6112658977508545
mp-685014,2.0644,1,Give the band gap of mp-685014 in eV. No extra text. Output only ONE number.,1.8,0.26439999999999997,wrong_value,1.8,0.7181499004364014
mp-559798,4.9116,1,Give the band gap of mp-559798 in eV. No extra text. Output only ONE number.,1.5,3.4116,wrong_value,1.5,0.6986358165740967
mp-1080821,0.7896000000000001,0,What is the band gap (eV) of material mp-1080821? Answer with a single number. Output only ONE number.,1.5,0.7103999999999999,wrong_value,1.5,0.5328021049499512
mp-540625,1.7063000000000001,1,Give the band gap of mp-540625 in eV. No extra text. Output only ONE number.,1.5,0.20630000000000015,wrong_value,1.5,0.7119271755218506
mp-1025442,1.3846999999999992,0,What is the band gap (eV) of material mp-1025442? Answer with a single number. Output only ONE number.,1.5,0.11530000000000085,wrong_value,1.5,0.5958306789398193
mp-556911,1.6921,2,Band gap for mp-556911 (eV)? Return only the number. Output only ONE number.,1.35,0.34209999999999985,wrong_value,1.35,0.7385506629943848
mp-23263,2.9266,2,Band gap for mp-23263 (eV)? Return only the number. Output only ONE number.,1.75,1.1766,wrong_value,1.75,0.7125420570373535
mp-16911,1.9539,1,Give the band gap of mp-16911 in eV. No extra text. Output only ONE number.,1.7,0.2539,wrong_value,1.7,0.6316509246826172
mp-1705,0.5057,2,Band gap for mp-1705 (eV)? Return only the number. Output only ONE number.,1.7,1.1943,wrong_value,1.7,0.7027959823608398
mp-561197,5.5366,0,What is the band gap (eV) of material mp-561197? Answer with a single number. Output only ONE number.,1.5,4.0366,wrong_value,1.5,0.7155301570892334
mp-23183,4.299799999999999,2,Band gap for mp-23183 (eV)? Return only the number. Output only ONE number.,1.75,2.5497999999999994,wrong_value,1.75,0.8210797309875488
mp-23280,3.9873000000000003,0,What is the band gap (eV) of material mp-23280? Answer with a single number. Output only ONE number.,1.3,2.6873000000000005,wrong_value,1.3,0.7168829441070557
