material_id,gt_fe_per_atom,template_id,query,pred_fe_per_atom,abs_err,raw_output,latency_s,label,label2
mp-985278,-4.467987469375,0,What is the formation energy per atom (eV/atom) of material mp-985278? Answer with a single number.,0.0,4.467987469375,0.0,0.7634787559509277,wrong_value,mode_guess
mp-1213805,-0.723041855833334,1,Give the formation energy per atom of mp-1213805 in eV/atom. No extra text.,0.0,0.723041855833334,0.0,0.6247491836547852,wrong_value,mode_guess
mp-1197742,-0.327354584285715,0,What is the formation energy per atom (eV/atom) of material mp-1197742? Answer with a single number.,0.0,0.327354584285715,0.0,0.7606878280639648,wrong_value,mode_guess
mp-542810,-0.159580558906249,1,Give the formation energy per atom of mp-542810 in eV/atom. No extra text.,0.045,0.204580558906249,0.045,0.7169809341430664,wrong_value,other_wrong
mp-23290,-0.475064009999998,1,Give the formation energy per atom of mp-23290 in eV/atom. No extra text.,3.75,4.225064009999998,3.75,0.7152109146118164,wrong_value,mode_guess
mp-30031,-1.89441126,2,Return only the formation energy per atom (eV/atom) for mp-30031.,3.75,5.64441126,3.75,0.8173413276672363,wrong_value,mode_guess
mp-647579,-1.267659339375001,1,Give the formation energy per atom of mp-647579 in eV/atom. No extra text.,3.75,5.017659339375001,3.75,0.7202842235565186,wrong_value,mode_guess
mp-10802,-0.417557193125,0,What is the formation energy per atom (eV/atom) of material mp-10802? Answer with a single number.,0.0,0.417557193125,0.0,0.5424959659576416,wrong_value,mode_guess
mp-341,-1.990905017999998,2,Return only the formation energy per atom (eV/atom) for mp-341.,0.0,1.990905017999998,0.0,0.7858822345733643,wrong_value,mode_guess
mp-30140,-0.836349655000001,1,Give the formation energy per atom of mp-30140 in eV/atom. No extra text.,0.0,0.836349655000001,0.0,0.7485597133636475,wrong_value,mode_guess
mp-22909,-1.291011926666667,2,Return only the formation energy per atom (eV/atom) for mp-22909.,3.75,5.041011926666667,3.75,0.6828441619873047,wrong_value,mode_guess
mp-541404,-2.522468176666668,0,What is the formation energy per atom (eV/atom) of material mp-541404? Answer with a single number.,0.04,2.562468176666668,0.04,0.5727450847625732,wrong_value,other_wrong
mp-27358,-1.022062649955356,1,Give the formation energy per atom of mp-27358 in eV/atom. No extra text.,0.0,1.022062649955356,0.0,0.8634898662567139,wrong_value,mode_guess
mp-634859,-2.206560153333333,0,What is the formation energy per atom (eV/atom) of material mp-634859? Answer with a single number.,0.0,2.206560153333333,0.0,0.6646509170532227,wrong_value,mode_guess
mp-27161,-0.8721765856249991,2,Return only the formation energy per atom (eV/atom) for mp-27161.,3.78,4.652176585624999,3.78,0.8731539249420166,wrong_value,mode_guess
mp-619575,-0.6182932559375001,1,Give the formation energy per atom of mp-619575 in eV/atom. No extra text.,2.75,3.3682932559375,2.75,0.8160049915313721,wrong_value,other_wrong
mp-27291,-2.149853655000001,2,Return only the formation energy per atom (eV/atom) for mp-27291.,-3.75,1.6001463449999989,-3.75,0.8213620185852051,wrong_value,mode_guess
mp-1227290,-0.006925372499999,2,Return only the formation energy per atom (eV/atom) for mp-1227290.,3.75,3.756925372499999,3.75,0.9179229736328124,wrong_value,mode_guess
mp-1154,-0.286120912954541,1,Give the formation energy per atom of mp-1154 in eV/atom. No extra text.,0.035,0.321120912954541,0.035,0.7017600536346436,wrong_value,other_wrong
mp-1345,-1.2564584531547611,2,Return only the formation energy per atom (eV/atom) for mp-1345.,0.0,1.2564584531547611,0.0,0.4984710216522217,wrong_value,mode_guess
mp-306,-2.798056310000001,0,What is the formation energy per atom (eV/atom) of material mp-306? Answer with a single number.,0.0,2.798056310000001,0.0,0.8480770587921143,wrong_value,mode_guess
mp-1524462,0.0,2,Return only the formation energy per atom (eV/atom) for mp-1524462.,3.78,3.78,3.78,0.7166650295257568,wrong_value,mode_guess
mp-8377,-1.4950600038888862,0,What is the formation energy per atom (eV/atom) of material mp-8377? Answer with a single number.,0.0,1.4950600038888862,0.0,0.5112168788909912,wrong_value,mode_guess
mp-2402,-0.069361268125,0,What is the formation energy per atom (eV/atom) of material mp-2402? Answer with a single number.,0.0,0.069361268125,0.0,0.7168848514556885,wrong_value,mode_guess
mp-540829,-1.872036438333334,2,Return only the formation energy per atom (eV/atom) for mp-540829.,3.75,5.622036438333334,3.75,0.8231680393218994,wrong_value,mode_guess
mp-16911,-0.955290041071428,0,What is the formation energy per atom (eV/atom) of material mp-16911? Answer with a single number.,0.0,0.955290041071428,0.0,0.6411590576171875,wrong_value,mode_guess
mp-34202,-0.274401004000003,1,Give the formation energy per atom of mp-34202 in eV/atom. No extra text.,0.0,0.274401004000003,0.0,0.7895510196685791,wrong_value,mode_guess
mp-571235,-1.227871009333331,0,What is the formation energy per atom (eV/atom) of material mp-571235? Answer with a single number.,0.0,1.227871009333331,0.0,0.7190468311309814,wrong_value,mode_guess
mp-1524458,-1.529192906999997,0,What is the formation energy per atom (eV/atom) of material mp-1524458? Answer with a single number.,0.0,1.529192906999997,0.0,0.7134668827056885,wrong_value,mode_guess
mp-30520,-0.498485183452379,0,What is the formation energy per atom (eV/atom) of material mp-30520? Answer with a single number.,0.0,0.498485183452379,0.0,0.6155941486358643,wrong_value,mode_guess
mp-29711,-0.444227307333335,1,Give the formation energy per atom of mp-29711 in eV/atom. No extra text.,3.75,4.194227307333335,3.75,0.7202010154724121,wrong_value,mode_guess
mp-1208424,-0.812674219083331,1,Give the formation energy per atom of mp-1208424 in eV/atom. No extra text.,3.75,4.562674219083331,3.75,0.712852954864502,wrong_value,mode_guess
mp-541155,-0.9510626574999992,1,Give the formation energy per atom of mp-541155 in eV/atom. No extra text.,0.035,0.9860626574999992,0.035,0.716418981552124,wrong_value,other_wrong
mp-27684,-0.932556454761906,2,Return only the formation energy per atom (eV/atom) for mp-27684.,3.75,4.682556454761906,3.75,0.8259031772613525,wrong_value,mode_guess
mp-29179,-1.055039141666666,1,Give the formation energy per atom of mp-29179 in eV/atom. No extra text.,3.75,4.805039141666666,3.75,0.8714239597320557,wrong_value,mode_guess
mp-1025442,-0.44096969,0,What is the formation energy per atom (eV/atom) of material mp-1025442? Answer with a single number.,0.0,0.44096969,0.0,0.6675000190734863,wrong_value,mode_guess
mp-23183,-2.585905556250001,1,Give the formation energy per atom of mp-23183 in eV/atom. No extra text.,3.75,6.335905556250001,3.75,0.8081316947937012,wrong_value,mode_guess
mp-1545216,-0.907728662126436,1,Give the formation energy per atom of mp-1545216 in eV/atom. No extra text.,3.75,4.657728662126436,3.75,0.847275972366333,wrong_value,mode_guess
mp-7943,-0.588209097083334,0,What is the formation energy per atom (eV/atom) of material mp-7943? Answer with a single number.,0.04,0.6282090970833341,0.04,0.7945821285247803,wrong_value,other_wrong
mp-9268,-1.167954419796875,2,Return only the formation energy per atom (eV/atom) for mp-9268.,3.75,4.9179544197968745,3.75,0.9212191104888916,wrong_value,mode_guess
mp-23280,-0.755685861249999,1,Give the formation energy per atom of mp-23280 in eV/atom. No extra text.,3.75,4.505685861249999,3.75,0.8159070014953613,wrong_value,mode_guess
mp-571011,-0.975770047431038,2,Return only the formation energy per atom (eV/atom) for mp-571011.,0.318,1.293770047431038,0.318,0.5994760990142822,wrong_value,mode_guess
mp-13568,-2.015935722708332,2,Return only the formation energy per atom (eV/atom) for mp-13568.,3.78,5.795935722708332,3.78,0.7117822170257568,wrong_value,mode_guess
mp-865194,-4.181989037499999,2,Return only the formation energy per atom (eV/atom) for mp-865194.,3.78,7.961989037499999,3.78,0.8423910140991211,wrong_value,mode_guess
mp-1968,-3.8759289195,0,What is the formation energy per atom (eV/atom) of material mp-1968? Answer with a single number.,0.0,3.8759289195,0.0,0.81581711769104,wrong_value,mode_guess
mp-1204356,-0.305946444868422,2,Return only the formation energy per atom (eV/atom) for mp-1204356.,0.318,0.623946444868422,0.318,0.512169361114502,wrong_value,mode_guess
mp-541610,-0.927984858749999,2,Return only the formation energy per atom (eV/atom) for mp-541610.,3.75,4.67798485875,3.75,0.8167929649353027,wrong_value,mode_guess
mp-27725,-0.265866406249999,0,What is the formation energy per atom (eV/atom) of material mp-27725? Answer with a single number.,0.0,0.265866406249999,0.0,0.7268526554107666,wrong_value,mode_guess
mp-1274279,-1.481519387499999,2,Return only the formation energy per atom (eV/atom) for mp-1274279.,3.75,5.231519387499999,3.75,0.7153358459472656,wrong_value,mode_guess
mp-11054,-0.278649864374999,2,Return only the formation energy per atom (eV/atom) for mp-11054.,3.75,4.028649864374999,3.75,0.7919580936431885,wrong_value,mode_guess
mp-9852,-0.616732226646824,0,What is the formation energy per atom (eV/atom) of material mp-9852? Answer with a single number.,0.0,0.616732226646824,0.0,0.7368221282958984,wrong_value,mode_guess
mp-570738,-0.727731253611111,0,What is the formation energy per atom (eV/atom) of material mp-570738? Answer with a single number.,0.0,0.727731253611111,0.0,0.822411060333252,wrong_value,mode_guess
mp-1080428,-1.326321304000006,1,Give the formation energy per atom of mp-1080428 in eV/atom. No extra text.,3.75,5.076321304000006,3.75,0.7124929428100586,wrong_value,mode_guess
mp-1212833,-0.299415060454546,1,Give the formation energy per atom of mp-1212833 in eV/atom. No extra text.,0.0,0.299415060454546,0.0,0.6727159023284912,wrong_value,mode_guess
mp-30792,-0.269950954999998,1,Give the formation energy per atom of mp-30792 in eV/atom. No extra text.,3.75,4.019950954999998,3.75,0.7135460376739502,wrong_value,mode_guess
mp-10497,-0.127321634999998,2,Return only the formation energy per atom (eV/atom) for mp-10497.,3.75,3.877321634999998,3.75,0.7667529582977295,wrong_value,mode_guess
mp-1232276,-2.021422001041666,2,Return only the formation energy per atom (eV/atom) for mp-1232276.,3.78,5.801422001041666,3.78,0.6905379295349121,wrong_value,mode_guess
mp-541837,-0.434076935437502,2,Return only the formation energy per atom (eV/atom) for mp-541837.,3.75,4.184076935437502,3.75,0.6948039531707764,wrong_value,mode_guess
mp-554855,-2.60675029,0,What is the formation energy per atom (eV/atom) of material mp-554855? Answer with a single number.,0.0,2.60675029,0.0,0.6604299545288086,wrong_value,mode_guess
mp-28879,-1.057331754908424,2,Return only the formation energy per atom (eV/atom) for mp-28879.,3.75,4.807331754908424,3.75,0.7207398414611816,wrong_value,mode_guess
mp-542812,-0.442993200833332,1,Give the formation energy per atom of mp-542812 in eV/atom. No extra text.,0.035,0.4779932008333321,0.035,0.7324879169464111,wrong_value,other_wrong
mp-1105,-2.170192663333334,0,What is the formation energy per atom (eV/atom) of material mp-1105? Answer with a single number.,0.0,2.170192663333334,0.0,0.8567769527435303,wrong_value,mode_guess
mp-200,-0.514802012604166,0,What is the formation energy per atom (eV/atom) of material mp-200? Answer with a single number.,0.0,0.514802012604166,0.0,0.7645871639251709,wrong_value,mode_guess
mp-29657,-0.214525574374999,0,What is the formation energy per atom (eV/atom) of material mp-29657? Answer with a single number.,0.0,0.214525574374999,0.0,0.5079741477966309,wrong_value,mode_guess
mp-555908,-2.341685073333334,1,Give the formation energy per atom of mp-555908 in eV/atom. No extra text.,0.035,2.3766850733333342,0.035,0.7206599712371826,wrong_value,other_wrong
mp-573815,-0.348767611458335,1,Give the formation energy per atom of mp-573815 in eV/atom. No extra text.,3.75,4.098767611458335,3.75,0.614238977432251,wrong_value,mode_guess
mp-1018040,-1.474296713671875,1,Give the formation energy per atom of mp-1018040 in eV/atom. No extra text.,3.75,5.224296713671875,3.75,0.7139499187469482,wrong_value,mode_guess
mp-9922,-1.373804485859373,0,What is the formation energy per atom (eV/atom) of material mp-9922? Answer with a single number.,0.0,1.373804485859373,0.0,1.0261530876159668,wrong_value,mode_guess
mp-561664,-2.216336207,0,What is the formation energy per atom (eV/atom) of material mp-561664? Answer with a single number.,0.0,2.216336207,0.0,1.0207231044769287,wrong_value,mode_guess
mp-22859,-0.443566703750002,2,Return only the formation energy per atom (eV/atom) for mp-22859.,0.0,0.443566703750002,0.0,0.7208378314971924,wrong_value,mode_guess
mp-32633,-1.930073411158088,2,Return only the formation energy per atom (eV/atom) for mp-32633.,3.75,5.680073411158088,3.75,0.6441750526428223,wrong_value,mode_guess
mp-20652,-2.26442824375,1,Give the formation energy per atom of mp-20652 in eV/atom. No extra text.,3.75,6.01442824375,3.75,0.7878289222717285,wrong_value,mode_guess
mp-1525121,0.0,0,What is the formation energy per atom (eV/atom) of material mp-1525121? Answer with a single number.,0.0,0.0,0.0,0.613426923751831,ok,ok
mp-571442,-1.710965791249998,2,Return only the formation energy per atom (eV/atom) for mp-571442.,3.75,5.460965791249998,3.75,0.7139589786529541,wrong_value,mode_guess
mp-1213622,-1.5970489985714291,1,Give the formation energy per atom of mp-1213622 in eV/atom. No extra text.,0.045,1.642048998571429,0.045,0.925118923187256,wrong_value,other_wrong
mp-1524446,-1.452075918750001,1,Give the formation energy per atom of mp-1524446 in eV/atom. No extra text.,3.75,5.202075918750001,3.75,0.5926382541656494,wrong_value,mode_guess
mp-28483,-0.9345107228571432,2,Return only the formation energy per atom (eV/atom) for mp-28483.,-3.75,2.815489277142857,-3.75,1.1493539810180664,wrong_value,mode_guess
mp-568348,0.0,1,Give the formation energy per atom of mp-568348 in eV/atom. No extra text.,3.75,3.75,3.75,0.6070756912231445,wrong_value,mode_guess
mp-569561,-0.639768098499999,0,What is the formation energy per atom (eV/atom) of material mp-569561? Answer with a single number.,0.0,0.639768098499999,0.0,0.6238210201263428,wrong_value,mode_guess
mp-1206891,-0.5667571437499991,1,Give the formation energy per atom of mp-1206891 in eV/atom. No extra text.,0.031,0.5977571437499991,0.031,0.7361903190612793,wrong_value,other_wrong
mp-1205121,-0.510760389375001,0,What is the formation energy per atom (eV/atom) of material mp-1205121? Answer with a single number.,0.0,0.510760389375001,0.0,0.7130923271179199,wrong_value,mode_guess
mp-7440,-0.499863119613094,0,What is the formation energy per atom (eV/atom) of material mp-7440? Answer with a single number.,0.0,0.499863119613094,0.0,1.0039012432098389,wrong_value,mode_guess
mp-556516,-0.505116372129634,2,Return only the formation energy per atom (eV/atom) for mp-556516.,3.75,4.255116372129634,3.75,0.717487096786499,wrong_value,mode_guess
mp-23221,-2.306216135416666,2,Return only the formation energy per atom (eV/atom) for mp-23221.,3.78,6.086216135416666,3.78,0.8160381317138672,wrong_value,mode_guess
mp-149,0.0,2,Return only the formation energy per atom (eV/atom) for mp-149.,0.0,0.0,0.0,0.9207828044891356,ok,ok
mp-607450,-0.235972947500002,1,Give the formation energy per atom of mp-607450 in eV/atom. No extra text.,3.75,3.985972947500002,3.75,0.620629072189331,wrong_value,mode_guess
mp-1545417,-1.718154452499998,2,Return only the formation energy per atom (eV/atom) for mp-1545417.,0.318,2.036154452499998,0.318,0.6077861785888672,wrong_value,mode_guess
mp-2715,-0.290117705833334,2,Return only the formation energy per atom (eV/atom) for mp-2715.,-3.75,3.459882294166666,-3.75,0.9249532222747804,wrong_value,mode_guess
mp-568263,-0.69001870828125,1,Give the formation energy per atom of mp-568263 in eV/atom. No extra text.,3.58,4.27001870828125,3.58,0.613631010055542,wrong_value,other_wrong
mp-1524481,-1.27488559425,2,Return only the formation energy per atom (eV/atom) for mp-1524481.,3.75,5.02488559425,3.75,0.819633960723877,wrong_value,mode_guess
mp-541013,-1.031189425666664,1,Give the formation energy per atom of mp-541013 in eV/atom. No extra text.,3.75,4.781189425666664,3.75,0.8202431201934814,wrong_value,mode_guess
mp-1025522,-1.162119996249998,1,Give the formation energy per atom of mp-1025522 in eV/atom. No extra text.,3.75,4.912119996249998,3.75,0.715954065322876,wrong_value,mode_guess
mp-27971,-2.788094297499999,0,What is the formation energy per atom (eV/atom) of material mp-27971? Answer with a single number.,0.0,2.788094297499999,0.0,0.9186859130859376,wrong_value,mode_guess
mp-1705,-1.74803409,0,What is the formation energy per atom (eV/atom) of material mp-1705? Answer with a single number.,0.0,1.74803409,0.0,0.7210519313812256,wrong_value,mode_guess
mp-510557,-0.216854790312499,2,Return only the formation energy per atom (eV/atom) for mp-510557.,0.318,0.534854790312499,0.318,0.9158778190612792,wrong_value,mode_guess
mp-7188,-0.670291663333335,1,Give the formation energy per atom of mp-7188 in eV/atom. No extra text.,0.0,0.670291663333335,0.0,0.8230626583099365,wrong_value,mode_guess
mp-685014,-1.068962764541666,0,What is the formation energy per atom (eV/atom) of material mp-685014? Answer with a single number.,0.0,1.068962764541666,0.0,0.9207198619842528,wrong_value,mode_guess
mp-754815,-2.30537281125,0,What is the formation energy per atom (eV/atom) of material mp-754815? Answer with a single number.,0.0,2.30537281125,0.0,0.7014369964599609,wrong_value,mode_guess
mp-15954,-0.5725928316666651,0,What is the formation energy per atom (eV/atom) of material mp-15954? Answer with a single number.,0.0,0.5725928316666651,0.0,0.7333798408508301,wrong_value,mode_guess
mp-23205,-1.3037782916666671,0,What is the formation energy per atom (eV/atom) of material mp-23205? Answer with a single number.,0.0,1.3037782916666671,0.0,0.6899299621582031,wrong_value,mode_guess
mp-12957,0.0,2,Return only the formation energy per atom (eV/atom) for mp-12957.,3.78,3.78,3.78,0.722747802734375,wrong_value,mode_guess
mp-1080821,-3.19318655375,0,What is the formation energy per atom (eV/atom) of material mp-1080821? Answer with a single number.,0.0,3.19318655375,0.0,0.735846996307373,wrong_value,mode_guess
mp-28933,-0.198695136500001,2,Return only the formation energy per atom (eV/atom) for mp-28933.,3.78,3.9786951365000007,3.78,0.8195681571960449,wrong_value,mode_guess
mp-254,-4.452365858958333,1,Give the formation energy per atom of mp-254 in eV/atom. No extra text.,4.05,8.502365858958333,4.05,0.7172732353210449,wrong_value,other_wrong
mp-23263,-2.423042803749999,2,Return only the formation energy per atom (eV/atom) for mp-23263.,3.75,6.173042803749999,3.75,0.8181197643280029,wrong_value,mode_guess
mp-680422,-0.215968716874999,0,What is the formation energy per atom (eV/atom) of material mp-680422? Answer with a single number.,0.0,0.215968716874999,0.0,0.8173093795776367,wrong_value,mode_guess
mp-7262,-0.148990749583333,1,Give the formation energy per atom of mp-7262 in eV/atom. No extra text.,2.58,2.728990749583333,2.58,0.8194427490234375,wrong_value,other_wrong
mp-23933,-0.073632082812499,1,Give the formation energy per atom of mp-23933 in eV/atom. No extra text.,3.75,3.823632082812499,3.75,0.818518877029419,wrong_value,mode_guess
mp-1095275,-0.009709900654762,2,Return only the formation energy per atom (eV/atom) for mp-1095275.,3.75,3.759709900654762,3.75,0.7915129661560059,wrong_value,mode_guess
mp-1170,-0.473969728541665,1,Give the formation energy per atom of mp-1170 in eV/atom. No extra text.,3.75,4.223969728541665,3.75,0.6013879776000977,wrong_value,mode_guess
mp-1864,-0.678575252480158,2,Return only the formation energy per atom (eV/atom) for mp-1864.,-3.75,3.071424747519842,-3.75,0.5521788597106934,wrong_value,mode_guess
mp-628742,-0.486485566153847,1,Give the formation energy per atom of mp-628742 in eV/atom. No extra text.,0.0,0.486485566153847,0.0,0.5101528167724609,wrong_value,mode_guess
mp-484,-0.001508734,2,Return only the formation energy per atom (eV/atom) for mp-484.,0.318,0.319508734,0.318,0.7211167812347412,wrong_value,mode_guess
mp-1195,-0.50608046735294,0,What is the formation energy per atom (eV/atom) of material mp-1195? Answer with a single number.,0.0,0.50608046735294,0.0,0.9176759719848632,wrong_value,mode_guess
mp-22885,-0.7818107566666681,2,Return only the formation energy per atom (eV/atom) for mp-22885.,0.0,0.7818107566666681,0.0,0.7562270164489746,wrong_value,mode_guess
mp-680339,-0.28327900617555,2,Return only the formation energy per atom (eV/atom) for mp-680339.,3.78,4.0632790061755495,3.78,1.192267894744873,wrong_value,mode_guess
mp-540625,-0.5793224153125001,0,What is the formation energy per atom (eV/atom) of material mp-540625? Answer with a single number.,0.0,0.5793224153125001,0.0,0.7168891429901123,wrong_value,mode_guess
mp-582753,-0.434993182323239,2,Return only the formation energy per atom (eV/atom) for mp-582753.,3.75,4.184993182323239,3.75,0.8159680366516113,wrong_value,mode_guess
mp-743,-0.140204309375,2,Return only the formation energy per atom (eV/atom) for mp-743.,3.78,3.920204309375,3.78,0.8230869770050049,wrong_value,mode_guess
mp-2049132,-0.298604841000002,1,Give the formation energy per atom of mp-2049132 in eV/atom. No extra text.,0.0,0.298604841000002,0.0,0.7422499656677246,wrong_value,mode_guess
mp-181,-0.1726160249375,2,Return only the formation energy per atom (eV/atom) for mp-181.,-3.75,3.5773839750625,-3.75,0.7896859645843506,wrong_value,mode_guess
