run_id,setting,task,material_id,template_id,query,gt_value,raw_output,pred_value,refusal,parse_fail,label,latency_s,ts,error_type,notes,error_type_refined
20251224_103747,A_no_tool,band_gap,mp-23183,2,Provide the band gap for mp-23183 (unit: eV). Only the number.,4.2998,1.73,1.73,FALSE,FALSE,wrong_value,0.633283138,1766541766,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-27358,2,Provide the band gap for mp-27358 (unit: eV). Only the number.,2.9034,1.53,1.53,FALSE,FALSE,wrong_value,0.635596991,1766541729,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-1545216,2,Provide the band gap for mp-1545216 (unit: eV). Only the number.,0.4836,1.75,1.75,FALSE,FALSE,wrong_value,0.81815815,1766541752,mode_guess,,mode_guess
20251224_103747,A_no_tool,band_gap,mp-510557,2,Provide the band gap for mp-510557 (unit: eV). Only the number.,4.2395,1.75,1.75,FALSE,FALSE,wrong_value,0.643260956,1766541695,mode_guess,,mode_guess
20251224_103747,A_no_tool,band_gap,mp-27161,2,Provide the band gap for mp-27161 (unit: eV). Only the number.,2.9118,1.73,1.73,FALSE,FALSE,wrong_value,0.817774773,1766541675,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-27684,1,Give the band gap of mp-27684 in eV. No extra text.,1.0992,1,1,FALSE,FALSE,wrong_value,0.590061903,1766541684,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-541404,2,Provide the band gap for mp-541404 (unit: eV). Only the number.,0.7584,2.1,2.1,FALSE,FALSE,wrong_value,0.64012289,1766541685,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-13568,2,Provide the band gap for mp-13568 (unit: eV). Only the number.,0.3379,2.1,2.1,FALSE,FALSE,wrong_value,0.555006981,1766541719,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-29179,2,Provide the band gap for mp-29179 (unit: eV). Only the number.,3.1002,1.9,1.9,FALSE,FALSE,wrong_value,0.817889929,1766541658,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,band_gap,mp-27857,2,Provide the band gap for mp-27857 (unit: eV). Only the number.,0.9792,1.75,1.75,FALSE,FALSE,wrong_value,0.817518234,1766541738,mode_guess,,mode_guess
20251224_103747,A_no_tool,band_gap,mp-28879,2,Provide the band gap for mp-28879 (unit: eV). Only the number.,1.1418,1.75,1.75,FALSE,FALSE,wrong_value,0.730483055,1766541684,mode_guess,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-556516,1,Give the formation energy per atom of mp-556516 in eV/atom. No extra text.,-0.505116372,3.75,3.75,FALSE,FALSE,wrong_value,0.510825872,1766541834,wrong_value_other,,"sign_error, scale_error, mode_guess"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-865194,2,Provide formation_energy_per_atom for mp-865194 (unit: eV/atom). Only the number.,-4.181989038,5.965194,5.965194,FALSE,FALSE,wrong_value,0.704556704,1766541886,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1232276,1,Give the formation energy per atom of mp-1232276 in eV/atom. No extra text.,-2.021422001,3.95,3.95,FALSE,FALSE,wrong_value,0.715036869,1766541786,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23261,2,Provide formation_energy_per_atom for mp-23261 (unit: eV/atom). Only the number.,-0.756462065,5.515,5.515,FALSE,FALSE,wrong_value,0.816839933,1766541810,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-27358,2,Provide formation_energy_per_atom for mp-27358 (unit: eV/atom). Only the number.,-1.02206265,5.515,5.515,FALSE,FALSE,wrong_value,0.715920687,1766541873,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1443,2,Provide formation_energy_per_atom for mp-1443 (unit: eV/atom). Only the number.,-2.537928647,5.5166,5.5166,FALSE,FALSE,wrong_value,0.517414093,1766541919,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-573812,2,Provide formation_energy_per_atom for mp-573812 (unit: eV/atom). Only the number.,-0.282395707,5.93555,5.93555,FALSE,FALSE,wrong_value,0.813193798,1766541854,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1968,2,Provide formation_energy_per_atom for mp-1968 (unit: eV/atom). Only the number.,-3.87592892,4.71555,4.71555,FALSE,FALSE,wrong_value,0.694754839,1766541895,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-15954,1,Give the formation energy per atom of mp-15954 in eV/atom. No extra text.,-0.572592832,0.045,0.045,FALSE,FALSE,wrong_value,0.511783361,1766541916,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1205121,2,Provide formation_energy_per_atom for mp-1205121 (unit: eV/atom). Only the number.,-0.510760389,5.965555556,5.965555556,FALSE,FALSE,wrong_value,0.928745985,1766541800,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-32755,0,What is the formation energy per atom (eV/atom) of material mp-32755? Answer with a single number.,-1.857414944,0.04,0.04,FALSE,FALSE,wrong_value,0.741827011,1766541883,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23205,2,Provide formation_energy_per_atom for mp-23205 (unit: eV/atom). Only the number.,-1.303778292,5.586,5.586,FALSE,FALSE,wrong_value,0.509562969,1766541888,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-542810,1,Give the formation energy per atom of mp-542810 in eV/atom. No extra text.,-0.159580559,0.045,0.045,FALSE,FALSE,wrong_value,0.816637754,1766541922,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-2251,2,Provide formation_energy_per_atom for mp-2251 (unit: eV/atom). Only the number.,-0.482501422,5.566666667,5.566666667,FALSE,FALSE,wrong_value,0.819164991,1766541918,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1080821,2,Provide formation_energy_per_atom for mp-1080821 (unit: eV/atom). Only the number.,-3.193186554,5.516655,5.516655,FALSE,FALSE,wrong_value,0.615616083,1766541903,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-22909,1,Give the formation energy per atom of mp-22909 in eV/atom. No extra text.,-1.291011927,3.75,3.75,FALSE,FALSE,wrong_value,0.920390844,1766541833,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-570437,2,Provide formation_energy_per_atom for mp-570437 (unit: eV/atom). Only the number.,-0.827083558,5.78555,5.78555,FALSE,FALSE,wrong_value,0.805150032,1766541872,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-559798,2,Provide formation_energy_per_atom for mp-559798 (unit: eV/atom). Only the number.,-2.23065729,5.59798,5.59798,FALSE,FALSE,wrong_value,0.612246037,1766541902,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-541610,0,What is the formation energy per atom (eV/atom) of material mp-541610? Answer with a single number.,-0.927984859,0.04,0.04,FALSE,FALSE,wrong_value,0.68607688,1766541887,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-27971,2,Provide formation_energy_per_atom for mp-27971 (unit: eV/atom). Only the number.,-2.788094298,5.5135,5.5135,FALSE,FALSE,wrong_value,0.715955973,1766541832,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1204356,2,Provide formation_energy_per_atom for mp-1204356 (unit: eV/atom). Only the number.,-0.305946445,5.566555556,5.566555556,FALSE,FALSE,wrong_value,0.717115879,1766541824,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1195,2,Provide formation_energy_per_atom for mp-1195 (unit: eV/atom). Only the number.,-0.506080467,5.535,5.535,FALSE,FALSE,wrong_value,0.595964909,1766541798,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1201,2,Provide formation_energy_per_atom for mp-1201 (unit: eV/atom). Only the number.,-0.383199846,5.516666667,5.516666667,FALSE,FALSE,wrong_value,0.728731155,1766541871,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23162,2,Provide formation_energy_per_atom for mp-23162 (unit: eV/atom). Only the number.,-1.87860569,5.585,5.585,FALSE,FALSE,wrong_value,0.712867737,1766541892,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23185,2,Provide formation_energy_per_atom for mp-23185 (unit: eV/atom). Only the number.,-0.857616326,5.5155,5.5155,FALSE,FALSE,wrong_value,0.615438938,1766541790,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23155,1,Give the formation energy per atom of mp-23155 in eV/atom. No extra text.,0,3.75,3.75,FALSE,FALSE,wrong_value,0.814752102,1766541819,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1391848,1,Give the formation energy per atom of mp-1391848 in eV/atom. No extra text.,-2.063723397,3.58,3.58,FALSE,FALSE,wrong_value,0.626228094,1766541828,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-573815,2,Provide formation_energy_per_atom for mp-573815 (unit: eV/atom). Only the number.,-0.348767611,5.73815,5.73815,FALSE,FALSE,wrong_value,0.700875998,1766541891,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-680422,2,Provide formation_energy_per_atom for mp-680422 (unit: eV/atom). Only the number.,-0.215968717,5.7165,5.7165,FALSE,FALSE,wrong_value,0.704057693,1766541856,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-30034,1,Give the formation energy per atom of mp-30034 in eV/atom. No extra text.,-1.853706802,3.45,3.45,FALSE,FALSE,wrong_value,0.713302135,1766541882,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-995393,2,Provide formation_energy_per_atom for mp-995393 (unit: eV/atom). Only the number.,-0.61218477,5.51355,5.51355,FALSE,FALSE,wrong_value,0.718151808,1766541839,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-647579,2,Provide formation_energy_per_atom for mp-647579 (unit: eV/atom). Only the number.,-1.267659339,5.535,5.535,FALSE,FALSE,wrong_value,0.652174711,1766541820,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-9851,0,What is the formation energy per atom (eV/atom) of material mp-9851? Answer with a single number.,-0.630045229,0.045,0.045,FALSE,FALSE,wrong_value,0.816260099,1766541782,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-9852,2,Provide formation_energy_per_atom for mp-9852 (unit: eV/atom). Only the number.,-0.616732227,5.51555,5.51555,FALSE,FALSE,wrong_value,0.623540163,1766541796,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23280,1,Give the formation energy per atom of mp-23280 in eV/atom. No extra text.,-0.755685861,3.75,3.75,FALSE,FALSE,wrong_value,0.637531996,1766541909,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-542812,1,Give the formation energy per atom of mp-542812 in eV/atom. No extra text.,-0.442993201,0.035,0.035,FALSE,FALSE,wrong_value,0.817198753,1766541843,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-540922,1,Give the formation energy per atom of mp-540922 in eV/atom. No extra text.,-0.450521733,3.75,3.75,FALSE,FALSE,wrong_value,0.654669762,1766541830,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-29179,1,Give the formation energy per atom of mp-29179 in eV/atom. No extra text.,-1.055039142,3.75,3.75,FALSE,FALSE,wrong_value,0.740601301,1766541799,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-28933,0,What is the formation energy per atom (eV/atom) of material mp-28933? Answer with a single number.,-0.198695137,0.045,0.045,FALSE,FALSE,wrong_value,0.809983015,1766541888,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-571518,2,Provide formation_energy_per_atom for mp-571518 (unit: eV/atom). Only the number.,-0.946381718,5.5835,5.5835,FALSE,FALSE,wrong_value,0.818479061,1766541795,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1863,1,Give the formation energy per atom of mp-1863 in eV/atom. No extra text.,-0.119684392,3.75,3.75,FALSE,FALSE,wrong_value,0.716004848,1766541851,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-743,2,Provide formation_energy_per_atom for mp-743 (unit: eV/atom). Only the number.,-0.140204309,5.5665,5.5665,FALSE,FALSE,wrong_value,0.644472122,1766541846,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-22885,2,Provide formation_energy_per_atom for mp-22885 (unit: eV/atom). Only the number.,-0.781810757,5.51865,5.51865,FALSE,FALSE,wrong_value,0.540030241,1766541879,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1545417,1,Give the formation energy per atom of mp-1545417 in eV/atom. No extra text.,-1.718154453,3.75,3.75,FALSE,FALSE,wrong_value,0.609907866,1766541802,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-30140,2,Provide formation_energy_per_atom for mp-30140 (unit: eV/atom). Only the number.,-0.836349655,4.766666667,4.766666667,FALSE,FALSE,wrong_value,0.818681002,1766541785,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1683,2,Provide formation_energy_per_atom for mp-1683 (unit: eV/atom). Only the number.,-1.236771233,5.33566,5.33566,FALSE,FALSE,wrong_value,0.833316803,1766541857,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-7943,1,Give the formation energy per atom of mp-7943 in eV/atom. No extra text.,-0.588209097,0.035,0.035,FALSE,FALSE,wrong_value,0.717815161,1766541914,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-568263,1,Give the formation energy per atom of mp-568263 in eV/atom. No extra text.,-0.690018708,3.58,3.58,FALSE,FALSE,wrong_value,0.544473648,1766541874,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-32633,0,What is the formation energy per atom (eV/atom) of material mp-32633? Answer with a single number.,-1.930073411,-0.73,-0.73,FALSE,FALSE,wrong_value,0.473361015,1766541788,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,formation_energy_per_atom,mp-30520,1,Give the formation energy per atom of mp-30520 in eV/atom. No extra text.,-0.498485183,3.75,3.75,FALSE,FALSE,wrong_value,0.504811049,1766541848,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1025442,1,Give the formation energy per atom of mp-1025442 in eV/atom. No extra text.,-0.44096969,3.75,3.75,FALSE,FALSE,wrong_value,0.612476349,1766541904,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-27684,2,Provide formation_energy_per_atom for mp-27684 (unit: eV/atom). Only the number.,-0.932556455,5.566555,5.566555,FALSE,FALSE,wrong_value,0.739535093,1766541827,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-554855,1,Give the formation energy per atom of mp-554855 in eV/atom. No extra text.,-2.60675029,3.75,3.75,FALSE,FALSE,wrong_value,0.489052296,1766541836,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-468,1,Give the formation energy per atom of mp-468 in eV/atom. No extra text.,-3.865769406,0.035,0.035,FALSE,FALSE,wrong_value,0.949326992,1766541868,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-27871,2,Provide formation_energy_per_atom for mp-27871 (unit: eV/atom). Only the number.,-0.845796573,5.565,5.565,FALSE,FALSE,wrong_value,0.716625214,1766541814,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-31049,1,Give the formation energy per atom of mp-31049 in eV/atom. No extra text.,-3.159657924,3.75,3.75,FALSE,FALSE,wrong_value,0.823211193,1766541853,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-571442,1,Give the formation energy per atom of mp-571442 in eV/atom. No extra text.,-1.710965791,3.75,3.75,FALSE,FALSE,wrong_value,0.715447903,1766541863,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-541013,1,Give the formation energy per atom of mp-541013 in eV/atom. No extra text.,-1.031189426,3.75,3.75,FALSE,FALSE,wrong_value,0.816879749,1766541808,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-18299,1,Give the formation energy per atom of mp-18299 in eV/atom. No extra text.,-3.992617685,3.75,3.75,FALSE,FALSE,wrong_value,0.588567019,1766541790,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-254,2,Provide formation_energy_per_atom for mp-254 (unit: eV/atom). Only the number.,-4.452365859,4.585,4.585,FALSE,FALSE,wrong_value,0.859707832,1766541789,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-28044,1,Give the formation energy per atom of mp-28044 in eV/atom. No extra text.,-2.512653631,3.75,3.75,FALSE,FALSE,wrong_value,0.816886187,1766541876,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-672204,1,Give the formation energy per atom of mp-672204 in eV/atom. No extra text.,-0.400380674,3.75,3.75,FALSE,FALSE,wrong_value,0.708914757,1766541798,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-510557,2,Provide formation_energy_per_atom for mp-510557 (unit: eV/atom). Only the number.,-0.21685479,5.51655,5.51655,FALSE,FALSE,wrong_value,0.945636034,1766541836,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23933,1,Give the formation energy per atom of mp-23933 in eV/atom. No extra text.,-0.073632083,3.75,3.75,FALSE,FALSE,wrong_value,0.817292929,1766541862,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-685014,2,Provide formation_energy_per_atom for mp-685014 (unit: eV/atom). Only the number.,-1.068962765,5.716666667,5.716666667,FALSE,FALSE,wrong_value,0.88533783,1766541901,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-16911,2,Provide formation_energy_per_atom for mp-16911 (unit: eV/atom). Only the number.,-0.955290041,5.535,5.535,FALSE,FALSE,wrong_value,0.485286951,1766541906,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1524462,1,Give the formation energy per atom of mp-1524462 in eV/atom. No extra text.,0,3.85,3.85,FALSE,FALSE,wrong_value,0.795823812,1766541909,wrong_value_other,,wrong_value_other
20251224_103747,A_no_tool,formation_energy_per_atom,mp-22398,2,Provide formation_energy_per_atom for mp-22398 (unit: eV/atom). Only the number.,-2.648772015,5.515555556,5.515555556,FALSE,FALSE,wrong_value,0.793228865,1766541793,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-2084,2,Provide formation_energy_per_atom for mp-2084 (unit: eV/atom). Only the number.,-0.673459632,5.535,5.535,FALSE,FALSE,wrong_value,0.715419054,1766541839,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-2133,2,Provide formation_energy_per_atom for mp-2133 (unit: eV/atom). Only the number.,-1.790899113,5.585,5.585,FALSE,FALSE,wrong_value,0.917799234,1766541897,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-754815,2,Provide formation_energy_per_atom for mp-754815 (unit: eV/atom). Only the number.,-2.305372811,5.716666667,5.716666667,FALSE,FALSE,wrong_value,0.716938019,1766541873,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-561197,1,Give the formation energy per atom of mp-561197 in eV/atom. No extra text.,-3.404466658,3.75,3.75,FALSE,FALSE,wrong_value,0.719324827,1766541907,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-23710,2,Provide formation_energy_per_atom for mp-23710 (unit: eV/atom). Only the number.,-0.282719073,5.51665,5.51665,FALSE,FALSE,wrong_value,0.717694998,1766541899,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-680339,2,Provide formation_energy_per_atom for mp-680339 (unit: eV/atom). Only the number.,-0.283279006,5.51355,5.51355,FALSE,FALSE,wrong_value,0.817326784,1766541815,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-200,2,Provide formation_energy_per_atom for mp-200 (unit: eV/atom). Only the number.,-0.514802013,4.56555,4.56555,FALSE,FALSE,wrong_value,0.817207098,1766541809,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-541837,2,Provide formation_energy_per_atom for mp-541837 (unit: eV/atom). Only the number.,-0.434076935,5.71555,5.71555,FALSE,FALSE,wrong_value,0.683927059,1766541911,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-10497,2,Provide formation_energy_per_atom for mp-10497 (unit: eV/atom). Only the number.,-0.127321635,5.516666667,5.516666667,FALSE,FALSE,wrong_value,0.716435909,1766541801,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-19,2,Provide formation_energy_per_atom for mp-19 (unit: eV/atom). Only the number.,0,5.3356,5.3356,FALSE,FALSE,wrong_value,0.917845964,1766541879,wrong_value_other,,scale_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-28879,2,Provide formation_energy_per_atom for mp-28879 (unit: eV/atom). Only the number.,-1.057331755,5.53355,5.53355,FALSE,FALSE,wrong_value,0.760339022,1766541826,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-680463,2,Provide formation_energy_per_atom for mp-680463 (unit: eV/atom). Only the number.,-0.157726345,5.5835,5.5835,FALSE,FALSE,wrong_value,0.843873024,1766541921,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-149,1,Give the formation energy per atom of mp-149 in eV/atom. No extra text.,0,3.75,3.75,FALSE,FALSE,wrong_value,0.901994228,1766541850,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1819,2,Provide formation_energy_per_atom for mp-1819 (unit: eV/atom). Only the number.,-1.839006646,5.585,5.585,FALSE,FALSE,wrong_value,0.746469736,1766541912,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1206891,1,Give the formation energy per atom of mp-1206891 in eV/atom. No extra text.,-0.566757144,0.031,0.031,FALSE,FALSE,wrong_value,0.463634253,1766541869,wrong_value_other,,sign_error
20251224_103747,A_no_tool,formation_energy_per_atom,mp-34202,2,Provide formation_energy_per_atom for mp-34202 (unit: eV/atom). Only the number.,-0.274401004,5.516666667,5.516666667,FALSE,FALSE,wrong_value,0.811338663,1766541797,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-7904,2,Provide formation_energy_per_atom for mp-7904 (unit: eV/atom). Only the number.,-0.120742532,5.585,5.585,FALSE,FALSE,wrong_value,0.716827869,1766541822,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-559931,1,Give the formation energy per atom of mp-559931 in eV/atom. No extra text.,-3.238528049,3.75,3.75,FALSE,FALSE,wrong_value,0.714951992,1766541869,wrong_value_other,,mode_guess
20251224_103747,A_no_tool,formation_energy_per_atom,mp-1203760,2,Provide formation_energy_per_atom for mp-1203760 (unit: eV/atom). Only the number.,-0.553621657,6.0655,6.0655,FALSE,FALSE,wrong_value,0.819360018,1766541803,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-634859,1,Give the formation energy per atom of mp-634859 in eV/atom. No extra text.,-2.206560153,2.58,2.58,FALSE,FALSE,wrong_value,0.688443184,1766541867,wrong_value_other,,"sign_error, scale_error"
20251224_103747,A_no_tool,formation_energy_per_atom,mp-30792,0,What is the formation energy per atom (eV/atom) of material mp-30792? Answer with a single number.,-0.269950955,-3.75,-3.75,FALSE,FALSE,wrong_value,0.815507174,1766541915,wrong_value_other,,wrong_value_other
