run_id,setting,task,material_id,template_id,query,gt_value,raw_output,pred_value,refusal,parse_fail,label,latency_s,ts,error_type,notes
20251224_103747,A_no_tool,band_gap,mp-28483,0,What is the band gap (eV) of material mp-28483? Answer with a single number.,1.069899999999999,1.3,1.3,False,False,wrong_value,0.7277441024780273,1766541670.98525,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-561664,0,What is the band gap (eV) of material mp-561664? Answer with a single number.,4.0186,1.3,1.3,False,False,wrong_value,0.6695852279663086,1766541671.656123,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27871,1,Give the band gap of mp-27871 in eV. No extra text.,1.2584,1.7,1.7,False,False,wrong_value,0.5541501045227051,1766541672.211033,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-680339,0,What is the band gap (eV) of material mp-680339? Answer with a single number.,0.755599999999999,1.5,1.5,False,False,wrong_value,0.822009801864624,1766541673.034025,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-582753,1,Give the band gap of mp-582753 in eV. No extra text.,0.8007000000000001,1.8,1.8,False,False,wrong_value,0.7784759998321533,1766541673.813633,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-30092,1,Give the band gap of mp-30092 in eV. No extra text.,3.4576,1.7,1.7,False,False,wrong_value,0.8586068153381348,1766541674.673138,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27161,2,Provide the band gap for mp-27161 (unit: eV). Only the number.,2.9118,1.73,1.73,False,False,wrong_value,0.817774772644043,1766541675.491797,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-1018138,1,Give the band gap of mp-1018138 in eV. No extra text.,1.037,1.8,1.8,False,False,wrong_value,0.9213838577270508,1766541676.4141812,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-23155,0,What is the band gap (eV) of material mp-23155? Answer with a single number.,8.5132,1.3,1.3,False,False,wrong_value,0.5093340873718262,1766541676.924417,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1197742,2,Provide the band gap for mp-1197742 (unit: eV). Only the number.,0.8515,1.5,1.5,False,False,wrong_value,0.5128979682922363,1766541677.438136,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-647579,1,Give the band gap of mp-647579 in eV. No extra text.,3.2214,1.8,1.8,False,False,wrong_value,0.9193539619445801,1766541678.358408,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-15649,2,Provide the band gap for mp-15649 (unit: eV). Only the number.,0.8155000000000001,1.8,1.8,False,False,wrong_value,0.6140038967132568,1766541678.972996,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-557993,0,What is the band gap (eV) of material mp-557993? Answer with a single number.,1.1596,1.3,1.3,False,False,wrong_value,0.5107851028442383,1766541679.48454,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-7904,1,Give the band gap of mp-7904 in eV. No extra text.,0.6551,1.7,1.7,False,False,wrong_value,0.6127989292144775,1766541680.098269,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-570738,0,What is the band gap (eV) of material mp-570738? Answer with a single number.,2.4744,1.5,1.5,False,False,wrong_value,0.7248439788818359,1766541680.823918,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-628742,2,Provide the band gap for mp-628742 (unit: eV). Only the number.,0.5845,1.7,1.7,False,False,wrong_value,0.7093679904937744,1766541681.534284,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1204356,1,Give the band gap of mp-1204356 in eV. No extra text.,1.8389,1.7,1.7,False,False,wrong_value,0.8170440196990967,1766541682.352222,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-7262,2,Provide the band gap for mp-7262 (unit: eV). Only the number.,0.224099999999999,1.5,1.5,False,False,wrong_value,0.49625182151794434,1766541682.849355,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-28879,2,Provide the band gap for mp-28879 (unit: eV). Only the number.,1.1418,1.75,1.75,False,False,wrong_value,0.7304830551147461,1766541683.5807302,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-27684,1,Give the band gap of mp-27684 in eV. No extra text.,1.099199999999999,1.0,1.0,False,False,wrong_value,0.5900619029998779,1766541684.171579,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-541404,2,Provide the band gap for mp-541404 (unit: eV). Only the number.,0.7584000000000001,2.1,2.1,False,False,wrong_value,0.6401228904724121,1766541684.812672,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-1391848,0,What is the band gap (eV) of material mp-1391848? Answer with a single number.,2.0863,1.3,1.3,False,False,wrong_value,0.6117539405822754,1766541685.425382,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1184796,2,Provide the band gap for mp-1184796 (unit: eV). Only the number.,8.0745,1.8,1.8,False,False,wrong_value,0.5467259883880615,1766541685.973006,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-9268,0,What is the band gap (eV) of material mp-9268? Answer with a single number.,0.7039000000000001,1.5,1.5,False,False,wrong_value,0.6794559955596924,1766541686.653216,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-540922,0,What is the band gap (eV) of material mp-540922? Answer with a single number.,0.1806,1.3,1.3,False,False,wrong_value,0.9201319217681885,1766541687.575234,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-540675,2,Provide the band gap for mp-540675 (unit: eV). Only the number.,3.0664,1.7,1.7,False,False,wrong_value,0.7145390510559082,1766541688.290624,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-571235,0,What is the band gap (eV) of material mp-571235? Answer with a single number.,2.021,1.5,1.5,False,False,wrong_value,0.8194429874420166,1766541689.110762,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1208424,1,Give the band gap of mp-1208424 in eV. No extra text.,2.5242,1.8,1.8,False,False,wrong_value,0.9216108322143555,1766541690.03302,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27971,0,What is the band gap (eV) of material mp-27971? Answer with a single number.,5.0865,1.5,1.5,False,False,wrong_value,0.42597198486328125,1766541690.4597409,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-22909,0,What is the band gap (eV) of material mp-22909? Answer with a single number.,4.0533,1.3,1.3,False,False,wrong_value,0.6984550952911377,1766541691.159746,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-556516,0,What is the band gap (eV) of material mp-556516? Answer with a single number.,0.7668,1.5,1.5,False,False,wrong_value,0.6140072345733643,1766541691.7749639,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-21526,1,Give the band gap of mp-21526 in eV. No extra text.,0.5708000000000001,1.7,1.7,False,False,wrong_value,0.6119050979614258,1766541692.3883011,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-554855,1,Give the band gap of mp-554855 in eV. No extra text.,1.5712000000000002,1.8,1.8,False,False,wrong_value,0.7361090183258057,1766541693.857692,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-510557,2,Provide the band gap for mp-510557 (unit: eV). Only the number.,4.2395,1.75,1.75,False,False,wrong_value,0.6432609558105469,1766541694.501612,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-27291,1,Give the band gap of mp-27291 in eV. No extra text.,0.155399999999999,1.7,1.7,False,False,wrong_value,0.6503098011016846,1766541695.152818,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-568348,0,What is the band gap (eV) of material mp-568348? Answer with a single number.,1.8454,1.3,1.3,False,False,wrong_value,0.5102150440216064,1766541695.6637928,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-2084,1,Give the band gap of mp-2084 in eV. No extra text.,0.9437999999999992,1.8,1.8,False,False,wrong_value,0.6184952259063721,1766541696.28318,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-995393,1,Give the band gap of mp-995393 in eV. No extra text.,2.1989,1.8,1.8,False,False,wrong_value,0.5800509452819824,1766541696.863971,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1345,0,What is the band gap (eV) of material mp-1345? Answer with a single number.,0.3443,1.3,1.3,False,False,wrong_value,0.8484270572662354,1766541697.713302,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1193140,2,Provide the band gap for mp-1193140 (unit: eV). Only the number.,1.8661999999999992,1.3,1.3,False,False,wrong_value,0.7149128913879395,1766541698.429605,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-29657,1,Give the band gap of mp-29657 in eV. No extra text.,0.665199999999999,1.7,1.7,False,False,wrong_value,0.7178947925567627,1766541699.14843,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-23265,2,Provide the band gap for mp-23265 (unit: eV). Only the number.,2.0054,1.75,1.75,False,False,wrong_value,0.6123960018157959,1766541699.7617059,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-542812,2,Provide the band gap for mp-542812 (unit: eV). Only the number.,1.0066,2.1,2.1,False,False,wrong_value,0.6124691963195801,1766541700.3753521,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-10802,2,Provide the band gap for mp-10802 (unit: eV). Only the number.,0.5879000000000001,1.7,1.7,False,False,wrong_value,0.6138648986816406,1766541700.9899578,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27725,0,What is the band gap (eV) of material mp-27725? Answer with a single number.,2.0942,1.3,1.3,False,False,wrong_value,0.9215390682220459,1766541701.9129338,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1080428,2,Provide the band gap for mp-1080428 (unit: eV). Only the number.,0.8728,1.5,1.5,False,False,wrong_value,0.7158057689666748,1766541702.6300411,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-569561,2,Provide the band gap for mp-569561 (unit: eV). Only the number.,3.1165,1.5,1.5,False,False,wrong_value,0.7128729820251465,1766541703.3442419,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-743,0,What is the band gap (eV) of material mp-743? Answer with a single number.,4.1608,1.3,1.3,False,False,wrong_value,0.8188939094543457,1766541704.163879,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-484,2,Provide the band gap for mp-484 (unit: eV). Only the number.,0.4326,1.7,1.7,False,False,wrong_value,0.819242000579834,1766541704.983791,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1864,2,Provide the band gap for mp-1864 (unit: eV). Only the number.,0.1139,1.7,1.7,False,False,wrong_value,0.6748378276824951,1766541705.6595242,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-30520,0,What is the band gap (eV) of material mp-30520? Answer with a single number.,1.667899999999999,1.3,1.3,False,False,wrong_value,0.757164716720581,1766541706.4173388,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-23221,0,What is the band gap (eV) of material mp-23221? Answer with a single number.,3.429599999999999,1.3,1.3,False,False,wrong_value,0.6140220165252686,1766541707.03222,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-149,1,Give the band gap of mp-149 in eV. No extra text.,0.6105,1.3,1.3,False,False,wrong_value,0.557502031326294,1766541707.591012,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1863,1,Give the band gap of mp-1863 in eV. No extra text.,1.451899999999999,1.8,1.8,False,False,wrong_value,0.6765308380126953,1766541708.2682729,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1524446,1,Give the band gap of mp-1524446 in eV. No extra text.,1.0487,1.8,1.8,False,False,wrong_value,0.8127989768981934,1766541709.0818272,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-730101,2,Provide the band gap for mp-730101 (unit: eV). Only the number.,9.7197,1.5,1.5,False,False,wrong_value,0.8182759284973145,1766541709.900886,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-31049,2,Provide the band gap for mp-31049 (unit: eV). Only the number.,3.4112,1.7,1.7,False,False,wrong_value,0.6149141788482666,1766541710.516564,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-573812,2,Provide the band gap for mp-573812 (unit: eV). Only the number.,1.4052,1.7,1.7,False,False,wrong_value,0.8154449462890625,1766541711.3329332,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1213805,0,What is the band gap (eV) of material mp-1213805? Answer with a single number.,1.159,1.3,1.3,False,False,wrong_value,0.686082124710083,1766541712.019976,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-7188,2,Provide the band gap for mp-7188 (unit: eV). Only the number.,0.289899999999999,1.5,1.5,False,False,wrong_value,0.7485358715057373,1766541712.76966,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-680422,1,Give the band gap of mp-680422 in eV. No extra text.,2.9265,1.8,1.8,False,False,wrong_value,0.7175748348236084,1766541713.488128,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1683,0,What is the band gap (eV) of material mp-1683? Answer with a single number.,0.3979,1.5,1.5,False,False,wrong_value,0.7101650238037109,1766541714.1992042,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1100,0,What is the band gap (eV) of material mp-1100? Answer with a single number.,1.0375,1.1,1.1,False,False,wrong_value,0.518975019454956,1766541714.71905,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-11054,0,What is the band gap (eV) of material mp-11054? Answer with a single number.,0.877899999999999,1.5,1.5,False,False,wrong_value,0.7126870155334473,1766541715.433507,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-306,1,Give the band gap of mp-306 in eV. No extra text.,6.3017,1.7,1.7,False,False,wrong_value,0.41858720779418945,1766541715.8528771,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1018040,1,Give the band gap of mp-1018040 in eV. No extra text.,2.5765,1.7,1.7,False,False,wrong_value,0.635664701461792,1766541716.489414,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-12957,1,Give the band gap of mp-12957 in eV. No extra text.,1.0933,1.7,1.7,False,False,wrong_value,0.6470620632171631,1766541717.137803,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-8377,0,What is the band gap (eV) of material mp-8377? Answer with a single number.,3.0604,1.5,1.5,False,False,wrong_value,0.6445331573486328,1766541717.783561,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-23933,0,What is the band gap (eV) of material mp-23933? Answer with a single number.,2.197699999999999,1.3,1.3,False,False,wrong_value,0.716386079788208,1766541718.500575,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-13568,2,Provide the band gap for mp-13568 (unit: eV). Only the number.,0.3379,2.1,2.1,False,False,wrong_value,0.5550069808959961,1766541719.056235,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-571442,2,Provide the band gap for mp-571442 (unit: eV). Only the number.,3.0417,1.7,1.7,False,False,wrong_value,0.7733688354492188,1766541719.830868,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1154,1,Give the band gap of mp-1154 in eV. No extra text.,0.7510000000000001,1.7,1.7,False,False,wrong_value,0.5278201103210449,1766541720.359156,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1524481,0,What is the band gap (eV) of material mp-1524481? Answer with a single number.,8.309,1.5,1.5,False,False,wrong_value,0.7031939029693604,1766541721.063277,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27972,2,Provide the band gap for mp-27972 (unit: eV). Only the number.,4.103299999999999,1.75,1.75,False,False,wrong_value,0.8152608871459961,1766541721.879659,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-27153,1,Give the band gap of mp-27153 in eV. No extra text.,0.2115,1.8,1.8,False,False,wrong_value,0.7177720069885254,1766541722.5979981,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1524458,1,Give the band gap of mp-1524458 in eV. No extra text.,3.1633,1.8,1.8,False,False,wrong_value,0.7199540138244629,1766541723.3191118,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-634859,2,Provide the band gap for mp-634859 (unit: eV). Only the number.,2.7345,1.7,1.7,False,False,wrong_value,0.604327917098999,1766541723.9243321,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-468,1,Give the band gap of mp-468 in eV. No extra text.,7.6012,1.7,1.7,False,False,wrong_value,0.7201929092407227,1766541724.6461608,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-559931,0,What is the band gap (eV) of material mp-559931? Answer with a single number.,1.6025,1.3,1.3,False,False,wrong_value,0.7153022289276123,1766541725.362797,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1206891,1,Give the band gap of mp-1206891 in eV. No extra text.,1.0096,1.7,1.7,False,False,wrong_value,0.8178176879882812,1766541726.1820931,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1095275,0,What is the band gap (eV) of material mp-1095275? Answer with a single number.,0.4889,1.3,1.3,False,False,wrong_value,0.816586971282959,1766541726.999874,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1201,0,What is the band gap (eV) of material mp-1201? Answer with a single number.,0.1314,1.3,1.3,False,False,wrong_value,0.6138570308685303,1766541727.6143,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-570437,2,Provide the band gap for mp-570437 (unit: eV). Only the number.,2.3382,1.7,1.7,False,False,wrong_value,0.7173240184783936,1766541728.332366,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-27358,2,Provide the band gap for mp-27358 (unit: eV). Only the number.,2.9034,1.53,1.53,False,False,wrong_value,0.6355969905853271,1766541728.968909,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-754815,2,Provide the band gap for mp-754815 (unit: eV). Only the number.,3.976499999999999,1.5,1.5,False,False,wrong_value,0.8993918895721436,1766541729.8690119,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-568263,1,Give the band gap of mp-568263 in eV. No extra text.,1.2121,1.8,1.8,False,False,wrong_value,0.9250540733337402,1766541730.794892,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1025522,2,Provide the band gap for mp-1025522 (unit: eV). Only the number.,0.6758999999999991,1.5,1.5,False,False,wrong_value,0.8136320114135742,1766541731.609462,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-571011,2,Provide the band gap for mp-571011 (unit: eV). Only the number.,1.7836,1.7,1.7,False,False,wrong_value,0.7213680744171143,1766541732.332126,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-28044,1,Give the band gap of mp-28044 in eV. No extra text.,4.918,1.7,1.7,False,False,wrong_value,0.505469799041748,1766541732.838679,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-1217322,2,Provide the band gap for mp-1217322 (unit: eV). Only the number.,0.7062,1.5,1.5,False,False,wrong_value,0.8193719387054443,1766541733.658815,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-541155,1,Give the band gap of mp-541155 in eV. No extra text.,0.9239,1.3,1.3,False,False,wrong_value,1.12270188331604,1766541734.782379,mode_guess,
20251224_103747,A_no_tool,band_gap,mp-19,1,Give the band gap of mp-19 in eV. No extra text.,0.1856,1.9,1.9,False,False,wrong_value,0.7175788879394531,1766541735.5005472,wrong_value_other,
20251224_103747,A_no_tool,band_gap,mp-22885,0,What is the band gap (eV) of material mp-22885? Answer with a single number.,2.686199999999999,1.3,1.3,False,False,wrong_value,0.7151627540588379,1766541736.216853,mode_guess,
